,,,,"Actual NSS Above Foundation",,"Actual NSS Above Required Net School Spending",
SY,"Org Name","Org Code","Actual Net School Spending","Foundation Budget","Percent Above","Required NSS Budget","Percent Above"
2009,Danvers,00710000,39839440,29725451,0.34,31176588,0.28
2009,Dartmouth,00720000,34852413,34838597,0,34277357,0.02
2009,Dedham,00730000,36312216,24352510,0.49,27200742,0.34
2009,Deerfield,00740000,4230361,3308363,0.28,3191988,0.33
2009,Dennis,00750000,171298,0,0,0," %"
2009,Dennis-Yarmouth,06450000,41508091,33929083,0.22,34406873,0.21
2009,Dighton,00760000,2775,0,0,0," %"
2009,Dighton-Rehoboth,06500000,29336392,27834400,0.05,26628282,0.1
2009,Douglas,00770000,12495275,13091381,-0.05,12243102,0.02
2009,Dover,00780000,8676457,4778688,0.82,5154656,0.68
2009,Dover-Sherborn,06550000,15319534,9304310,0.65,9950460,0.54
2009,Dracut,00790000,33452870,35284541,-0.05,33453582,0
2009,Dudley-Charlton,06580000,34211422,36110116,-0.05,33542784,0.02
2009,Duxbury,00820000,29575340,27351541,0.08,26894972,0.1
2009,"East Bridgewater",00830000,21939865,19759944,0.11,18970782,0.16
2009,"East Brookfield",00840000,85483,95548,-0.11,123793,-0.31
2009,"East Longmeadow",00870000,26220476,23422160,0.12,22546760,0.16
2009,Eastham,00850000,4002569,2009843,0.99,2399797,0.67
2009,Easthampton,00860000,18756653,16862713,0.11,16054731,0.17
2009,Easton,00880000,34924829,30904577,0.13,29874572,0.17
2009,Edgartown,00890000,7230084,3070458,1.36,3490086,1.07
2009,Erving,00910000,3349391,2321411,0.44,2277968,0.47
2009,"Essex Agricultural Technical",09130000,8486976,6115917,0.39,8035267,0.06
2009,Everett,00930000,59721642,59682693,0,56115544,0.06
2009,Fairhaven,00940000,17744404,16953035,0.05,16155511,0.1
2009,"Fall River",00950000,100324546,109717452,-0.09,100373812,0
2009,Falmouth,00960000,46357440,32989865,0.41,36095677,0.28
2009,"Farmington River",06620000,3266312,2101262,0.55,2427492,0.35
2009,Fitchburg,00970000,53334231,55478400,-0.04,52408365,0.02
2009,Florida,00980000,1274464,898069,0.42,843716,0.51
2009,Foxborough,00990000,29504201,25837986,0.14,24948002,0.18
2009,Framingham,01000000,104109258,75064337,0.39,74564110,0.4
2009,Franklin,01010000,55511970,54191344,0.02,51170321,0.09
2009,"Franklin County Regional Vocational Technical",08180000,7438568,6770398,0.1,6399841,0.16
2009,Freetown,01020000,6121485,4729865,0.29,4567187,0.34
2009,Freetown-Lakeville,06650000,16636269,16583275,0,16874983,-0.01
2009,Frontier,06700000,9089344,6338406,0.43,6528026,0.39
2009,Gardner,01030000,24226043,24824626,-0.02,24260951,0
2009,Gateway,06720000,13605990,11453179,0.19,11015093,0.24
2009,Georgetown,01050000,12308407,12224355,0.01,11785617,0.04
2009,Gill-Montague,06740000,15414043,10694903,0.44,10934726,0.41
2009,Gloucester,01070000,38398425,34138942,0.13,34590467,0.11
2009,Goshen,01080000,171232,154299,0.11,179921,-0.05
2009,Gosnold,01090000,163683,50519,2.24,56137,1.92
2009,Grafton,01100000,22189397,22437094,-0.01,21619807,0.03
2009,Granby,01110000,9492107,9035827,0.05,8538140,0.11
2009,Granville,01120000,3202148,2341551,0.37,2431288,0.32
2009,"Greater Fall River Regional Vocational Technical",08210000,18155702,19717271,-0.08,18654286,-0.03
2009,"Greater Lawrence Regional Vocational Technical",08230000,22213647,22243985,0,21928659,0.01
2009,"Greater Lowell Regional Vocational Technical",08280000,27518542,29465237,-0.07,27382471,0.01
2009,"Greater New Bedford Regional Vocational Technical",08250000,27554160,28611071,-0.04,27390771,0.01
2009,Greenfield,01140000,21462741,18457058,0.16,17778745,0.21
2009,Groton-Dunstable,06730000,27067279,23533501,0.15,23010608,0.18
2009,Hadley,01170000,6047850,5205801,0.16,5760327,0.05
2009,Halifax,01180000,5868307,5579019,0.05,5345151,0.1
2009,Hamilton-Wenham,06750000,25578740,16231350,0.58,16117067,0.59
2009,Hampden-Wilbraham,06800000,32987126,30302280,0.09,29143484,0.13
2009,Hampshire,06830000,9312951,7281652,0.28,7005402,0.33
2009,Hancock,01210000,1124911,856176,0.31,949455,0.19
2009,Hanover,01220000,24130392,21748945,0.11,21221333,0.14
2009,Hanson,01230000,59076,11943,3.95,15411,2.83
2009,Harvard,01250000,13000657,10286418,0.26,10098389,0.29
2009,Harwich,01260000,17497608,12378598,0.41,12842397,0.36
2009,Hatfield,01270000,4633082,3648857,0.27,3724695,0.24
2009,Haverhill,01280000,68833107,68099107,0.01,68564171,0
2009,Hawlemont,06850000,1458455,977501,0.49,1019485,0.43
2009,Hawley,01290000,67710,11943,4.67,18520,2.66
2009,Hingham,01310000,36264056,31044967,0.17,30534858,0.19
2009,Hinsdale,01320000,109160,166243,-0.34,201544,-0.46
2009,Holbrook,01330000,13824237,11345668,0.22,11185910,0.24
2009,Holland,01350000,2359034,1766981,0.34,1750619,0.35
2009,Holliston,01360000,26889687,23131553,0.16,22858999,0.18
2009,Holyoke,01370000,71992862,75721641,-0.05,68625141,0.05
2009,Hopedale,01380000,10773257,9235167,0.17,8575945,0.26
2009,Hopkinton,01390000,34797068,28242724,0.23,27786420,0.25
2009,Hubbardston,01400000,0,11943,-1,11943,-1
2009,Hudson,01410000,30117356,23936353,0.26,23051362,0.31
2009,Hull,01420000,15236429,11671069,0.31,13314292,0.14
2009,Huntington,01430000,450103,345395,0.3,350547,0.28
2009,Ipswich,01440000,18926246,16400243,0.15,16395412,0.15
2009,"King Philip",06900000,20182011,18770909,0.08,18078411,0.12
2009,Kingston,01450000,10505980,9261013,0.13,8851909,0.19
2009,Lakeville,01460000,6686933,5543482,0.21,5287112,0.27
2009,Lanesborough,01480000,3027657,2340403,0.29,2322008,0.3
2009,Lawrence,01490000,126045683,141941372,-0.11,131171799,-0.04
2009,Lee,01500000,9274929,7031846,0.32,6994807,0.33
2009,Leicester,01510000,16677293,16077271,0.04,15476323,0.08
2009,Lenox,01520000,10133513,5690851,0.78,6615509,0.53
2009,Leominster,01530000,57474683,61199689,-0.06,56942915,0.01
2009,Leverett,01540000,1983975,1053848,0.88,1107185,0.79
2009,Lexington,01550000,83824280,53421979,0.57,55095811,0.52
2009,Lincoln,01570000,11035878,5555856,0.99,5877764,0.88
2009,Lincoln-Sudbury,06950000,21702039,15512737,0.4,15286847,0.42
2009,Littleton,01580000,16990452,13440913,0.26,13123590,0.3
2009,Longmeadow,01590000,32806176,24733177,0.33,25224370,0.3
2009,Lowell,01600000,145689670,150534733,-0.03,141671637,0.03
2009,Ludlow,01610000,28904156,26252079,0.1,24917680,0.16
2009,Lunenburg,01620000,15155736,13675383,0.11,13219657,0.15
2009,Lynn,01630000,149642413,152073058,-0.02,139704929,0.07
2009,Lynnfield,01640000,21356575,18585464,0.15,18154732,0.18
2009,Malden,01650000,69811147,66974104,0.04,62637385,0.12
2009,"Manchester Essex",06980000,16081993,10323403,0.56,10861360,0.48
2009,Mansfield,01670000,40950779,41292179,-0.01,39476685,0.04
2009,Marblehead,01680000,33160621,26084987,0.27,25569317,0.3
2009,Marion,01690000,4833369,3162483,0.53,3312001,0.46
2009,Marlborough,01700000,55840008,44383211,0.26,43160567,0.29
2009,Marshfield,01710000,41044262,38563639,0.06,37326550,0.1
2009,"Marthas Vineyard",07000000,13635460,7978454,0.71,10380816,0.31
2009,Masconomet,07050000,22294755,18669125,0.19,19051450,0.17
2009,Mashpee,01720000,23026640,17636286,0.31,18193899,0.27
2009,Mattapoisett,01730000,6101419,3669468,0.66,3760405,0.62
2009,Maynard,01740000,14388053,11937004,0.21,11593836,0.24
2009,Medfield,01750000,28041383,24405492,0.15,23768385,0.18
2009,Medford,01760000,58753432,48419758,0.21,47842435,0.23
2009,Medway,01770000,24960785,22347779,0.12,21977742,0.14
2009,Melrose,01780000,30931055,30260569,0.02,29467448,0.05
2009,Mendon,01790000,0,48402,-1,48402,-1
2009,Mendon-Upton,07100000,23950830,21996366,0.09,20676877,0.16
2009,Methuen,01810000,64433427,66932259,-0.04,63080306,0.02
2009,Middleborough,01820000,32476831,30535052,0.06,29683123,0.09
2009,Middlefield,01830000,40095,35830,0.12,38873,0.03
2009,Middleton,01840000,8771456,6321847,0.39,6224302,0.41
2009,Milford,01850000,39530918,36857353,0.07,35359238,0.12
2009,Millbury,01860000,19606042,16607444,0.18,16060852,0.22
2009,Millis,01870000,12638544,11000974,0.15,10626046,0.19
2009,Millville,01880000,71714,59717,0.2,59717,0.2
2009,Milton,01890000,35829800,31229187,0.15,30725779,0.17
2009,"Minuteman Regional Vocational Technical",08300000,11054630,6716739,0.65,7718643,0.43
2009,"Mohawk Trail",07170000,14170786,10359333,0.37,11325025,0.25
2009,Monroe,01900000,146187,117806,0.24,160201,-0.09
2009,Monson,01910000,12544850,12797798,-0.02,11987125,0.05
2009,"Montachusett Regional Vocational Technical",08320000,17760635,18210278,-0.03,16916717,0.05
2009,Montague,01920000,83760,11943,6.01,12286,5.82
2009,Montgomery,01940000,86682,35830,1.42,45529,0.9
2009,"Mount Greylock",07150000,9163134,4870291,0.88,5761671,0.59
2009,"Mount Washington",01950000,15175,132727,-0.89,153100,-0.9
2009,Nahant,01960000,3316472,3103459,0.07,3220689,0.03
2009,Nantucket,01970000,24435348,10648680,1.3,12862945,0.9
2009,Narragansett,07200000,16177381,13890162,0.17,12825437,0.26
2009,Nashoba,07250000,35948584,26805348,0.34,27068497,0.33
2009,"Nashoba Valley Regional Vocational Technical",08520000,6988170,7033183,-0.01,6727885,0.04
2009,Natick,01980000,54095987,40487601,0.34,40493372,0.34
2009,Nauset,06600000,19258964,12973291,0.49,15882490,0.21
2009,Needham,01990000,57231373,42028556,0.36,41385072,0.38
2009,"New Ashford",02000000,374735,321985,0.16,338006,0.11
2009,"New Bedford",02010000,120933489,129350707,-0.07,119352780,0.01
2009,"New Salem",02060000,17862,0,0,0," %"
2009,"New Salem-Wendell",07280000,1586108,1108280,0.43,1137994,0.39
2009,Newburyport,02040000,26459657,19046240,0.39,20841921,0.27
2009,Newton,02070000,162147423,102430486,0.58,106620395,0.52
2009,Norfolk,02080000,10452099,7931793,0.32,8130908,0.28
2009,"Norfolk County Agricultural",09150000,4141102,3538156,0.17,3430426,0.21
2009,"North Adams",02090000,17975139,16069534,0.12,16217394,0.11
2009,"North Andover",02110000,44064505,37117714,0.19,36872190,0.2
2009,"North Attleborough",02120000,39855740,38863803,0.03,36650022,0.09
2009,"North Brookfield",02150000,7134696,6747318,0.06,6426569,0.11
2009,"North Middlesex",07350000,37265372,36029257,0.03,34894166,0.07
2009,"North Reading",02170000,25155126,22674353,0.11,22025398,0.14
2009,"North Shore Regional Vocational Technical",08540000,8238995,6185029,0.33,6506734,0.27
2009,Northampton,02100000,27314419,25081307,0.09,25390335,0.08
2009,"Northampton-Smith Vocational Agricultural",04060000,2368618,2111565,0.12,2568992,-0.08
2009,Northboro-Southboro,07300000,15074417,12946742,0.16,12639601,0.19
2009,Northborough,02130000,19840139,13939628,0.42,13674318,0.45
2009,Northbridge,02140000,22743979,21595688,0.05,20695407,0.1
2009,"Northeast Metropolitan Regional Vocational Technical",08530000,18370787,17520203,0.05,16703450,0.1
2009,"Northern Berkshire Regional Vocational Technical",08510000,5813022,6022166,-0.04,5560089,0.05
2009,Northfield,02160000,7601,0,0,0," %"
2009,Norton,02180000,27574443,25467467,0.08,24544119,0.12
2009,Norwell,02190000,21962674,18475933,0.19,18183699,0.21
2009,Norwood,02200000,38771043,31869889,0.22,33110676,0.17
2009,"Oak Bluffs",02210000,7378926,3500875,1.11,3508046,1.1
2009,Oakham,02220000,224887,107491,1.09,108225,1.08
2009,"Old Colony Regional Vocational Technical",08550000,6802893,6827603,0,6574685,0.04
2009,"Old Rochester",07400000,13695276,10120297,0.35,10047085,0.36
2009,Orange,02230000,7111288,6544119,0.09,6467665,0.1
2009,Orleans,02240000,3974693,1489750,1.67,1830726,1.17
2009,Oxford,02260000,18123309,17439260,0.04,16686781,0.09
2009,Palmer,02270000,16493152,16912375,-0.03,15895878,0.04
2009,"Pathfinder Regional Vocational Technical",08600000,9359460,8192718,0.14,7654952,0.22
2009,Paxton,02280000,163684,0,0,0," %"
2009,Peabody,02290000,61127288,58044809,0.05,57955890,0.06
2009,Pelham,02300000,1353222,674439,1.01,699195,0.94
2009,Pembroke,02310000,28816957,28631944,0.01,27322736,0.06
2009,Pentucket,07450000,28938874,25233854,0.15,25016214,0.16
2009,Pepperell,02320000,0,11943,-1,14023,-1
2009,Peru,02330000,110036,107491,0.02,130782,-0.16
2009,Petersham,02340000,1104900,884202,0.25,844563,0.31
2009,Phillipston,02350000,25400,0,0,0," %"
2009,"Pioneer Valley",07500000,11737126,8137059,0.44,8308914,0.41
2009,Pittsfield,02360000,61466451,61752173,-0.01,57991884,0.06
2009,Plainfield,02370000,123398,95548,0.29,101343,0.22
2009,Plainville,02380000,7791048,6360138,0.23,6133405,0.27
2009,Plymouth,02390000,89498077,77105661,0.16,74857663,0.2
2009,Plympton,02400000,2385052,1853770,0.29,1858999,0.28
2009,Provincetown,02420000,4352929,1263193,2.45,1810148,1.41
2009,Quabbin,07530000,26501746,24154885,0.1,22608341,0.17
2009,Quaboag,07780000,13246879,12617536,0.05,12531073,0.06
2009,Quincy,02430000,101736084,89488958,0.14,87793009,0.16
2009,"Ralph C Mahar",07550000,9476048,8079301,0.17,7483613,0.27
2009,Randolph,02440000,38609074,32016656,0.21,31248548,0.24
2009,Reading,02460000,39979867,35385849,0.13,34411585,0.16
2009,Rehoboth,02470000,15638,0,0,0," %"
2009,Revere,02480000,56990224,60166073,-0.05,59453057,-0.04
2009,Richmond,02490000,2860761,1733844,0.65,2157183,0.33
2009,Rochester,02500000,5544905,4281470,0.3,4109612,0.35
2009,Rockland,02510000,22370088,21933698,0.02,20844251,0.07
2009,Rockport,02520000,10940297,8284123,0.32,8673389,0.26
2009,Rowe,02530000,1372467,419121,2.28,578755,1.37
2009,Russell,02560000,243279,225960,0.08,264183,-0.08
2009,Rutland,02570000,0,11943,-1,14576,-1
2009,Salem,02580000,54845489,44915008,0.22,43403673,0.26
2009,Sandwich,02610000,35938564,29341478,0.23,29950604,0.2
2009,Saugus,02620000,29246006,25756506,0.14,26506641,0.1
2009,Savoy,02630000,1034216,842481,0.23,808726,0.28
2009,Scituate,02640000,31209169,26018136,0.2,25470365,0.23
2009,Seekonk,02650000,22070384,17542754,0.26,18278492,0.21
2009,Sharon,02660000,38798922,28024962,0.38,27540963,0.41
2009,"Shawsheen Valley Regional Vocational Technical",08710000,20150545,17333155,0.16,16756323,0.2
2009,Sheffield,02670000,53001,35830,0.48,43471,0.22
2009,Sherborn,02690000,6109412,3944873,0.55,4013867,0.52
2009,Shirley,02700000,8475561,7800803,0.09,7448446,0.14
2009,Shrewsbury,02710000,51146928,49163923,0.04,47179809,0.08
2009,Shutesbury,02720000,1959731,1238145,0.58,1284098,0.53
2009,"Silver Lake",07600000,18763945,16633749,0.13,15919187,0.18
2009,Somerset,02730000,29684116,21503416,0.38,21283330,0.4
2009,Somerville,02740000,72629536,55603077,0.31,60565399,0.2
2009,"South Hadley",02780000,20916250,19336376,0.08,18530261,0.13
2009,"South Middlesex Regional Vocational Technical",08290000,13346113,9715858,0.37,10042923,0.33
2009,"South Shore Regional Vocational Technical",08730000,8625873,8002552,0.08,7609782,0.13
2009,Southampton,02750000,4944173,4454455,0.11,4671332,0.06
2009,Southborough,02760000,18060334,12278598,0.47,12237212,0.48
2009,Southbridge,02770000,23579636,22155409,0.06,20634760,0.14
2009,"Southeastern Regional Vocational Technical",08720000,17933072,18651251,-0.04,17384544,0.03
2009,"Southern Berkshire",07650000,11089630,7749803,0.43,8598088,0.29
2009,"Southern Worcester County Regional Vocational Technical",08760000,13894115,15012157,-0.07,14040601,-0.01
2009,Southwick-Tolland-Granville,07660000,15000568,14939371,0,14202691,0.06
2009,Spencer,02800000,456113,0,0,0," %"
2009,"Spencer-E Brookfield",07670000,19976046,19528044,0.02,18027504,0.11
2009,Springfield,02810000,265480651,296198428,-0.1,269721251,-0.02
2009,Sterling,02820000,19692,0,0,0," %"
2009,Stoneham,02840000,25973751,22727888,0.14,22896843,0.13
2009,Stoughton,02850000,36936985,35164976,0.05,33823103,0.09
2009,Sturbridge,02870000,8420659,6345206,0.33,6128398,0.37
2009,Sudbury,02880000,31902013,24596035,0.3,24136680,0.32
2009,Sunderland,02890000,2410928,1550512,0.56,1564943,0.54
2009,Sutton,02900000,14553367,13334010,0.09,12940663,0.13
2009,Swampscott,02910000,25084244,17927585,0.4,18073516,0.39
2009,Swansea,02920000,18483025,16666359,0.11,16632440,0.11
2009,Tantasqua,07700000,17337251,16430281,0.06,16604083,0.04
2009,Taunton,02930000,67222149,72404300,-0.07,67816382,-0.01
2009,Tewksbury,02950000,37867272,36695413,0.03,35353617,0.07
2009,Tisbury,02960000,6391742,2795073,1.29,3269324,0.96
2009,Topsfield,02980000,6839189,4933644,0.39,4821504,0.42
2009,Townsend,02990000,0,11943,-1,14194,-1
2009,"Tri County Regional Vocational Technical",08780000,12897391,12442959,0.04,11872162,0.09
2009,Triton,07730000,31533277,27588090,0.14,27760463,0.14
2009,Truro,03000000,4187088,1678408,1.5,2162310,0.94
2009,Tyngsborough,03010000,18150182,16743698,0.08,15954685,0.14
2009,Tyringham,03020000,234003,211475,0.11,304791,-0.23
2009,Up-Island,07740000,7653198,2781909,1.75,3690430,1.07
2009,"Upper Cape Cod Regional Vocational Technical",08790000,10158991,9055851,0.12,9856692,0.03
2009,Upton,03030000,0,24535,-1,35098,-1
2009,Uxbridge,03040000,21971964,17120712,0.28,17278542,0.27
2009,Wachusett,07750000,62675516,58236852,0.08,55930727,0.12
2009,Wakefield,03050000,33543989,29490622,0.14,29531764,0.14
2009,Wales,03060000,1641101,1083615,0.51,1136724,0.44
2009,Walpole,03070000,38441594,32983538,0.17,32194341,0.19
2009,Waltham,03080000,79629739,48110738,0.66,59135060,0.35
2009,Ware,03090000,12877275,12279413,0.05,12161280,0.06
2009,Wareham,03100000,29784838,29713675,0,28879514,0.03
2009,Warren,03110000,44213,71661,-0.38,92027,-0.52
2009,Warwick,03120000,8513,0,0,0," %"
2009,Washington,03130000,19597,11943,0.64,18921,0.04
2009,Watertown,03140000,36892163,23442918,0.57,27348297,0.35
2009,Wayland,03150000,36459105,23105603,0.58,24590868,0.48
2009,Webster,03160000,18381472,18280916,0.01,17448321,0.05
2009,Wellesley,03170000,60255062,41021668,0.47,40336184,0.49
2009,Wellfleet,03180000,2607604,1017219,1.56,1252681,1.08
2009,Wendell,03190000,14929,0,0,0," %"
2009,"West Boylston",03220000,11057789,8764535,0.26,8762094,0.26
2009,"West Bridgewater",03230000,10583708,8849560,0.2,8732537,0.21
2009,"West Brookfield",03240000,204623,214017,-0.04,309376,-0.34
2009,"West Springfield",03320000,38120107,36643826,0.04,34779896,0.1
2009,Westborough,03210000,42416192,28924388,0.47,28942853,0.47
2009,Westfield,03250000,60790563,57201000,0.06,53764178,0.13
2009,Westford,03260000,45721197,42911330,0.07,41267557,0.11
2009,Westhampton,03270000,1646680,1157515,0.42,1154833,0.43
2009,Weston,03300000,35811305,19437327,0.84,21298873,0.68
2009,Westport,03310000,15991693,15502133,0.03,15588274,0.03
2009,Westwood,03350000,36329075,25508214,0.42,25586982,0.42
2009,Weymouth,03360000,58104819,61362559,-0.05,58804284,-0.01
2009,Whately,03370000,1735432,828878,1.09,821706,1.11
2009,Whitman,03380000,557242,119435,3.67,160393,2.47
2009,Whitman-Hanson,07800000,35262287,35222900,0,32701086,0.08
2009,"Whittier Regional Vocational Technical",08850000,15775139,12653763,0.25,12062297,0.31
2009,Williamsburg,03400000,1995995,1358268,0.47,1437618,0.39
2009,Williamstown,03410000,4933837,2926746,0.69,3718087,0.33
2009,Wilmington,03420000,36993655,32940342,0.12,31893170,0.16
2009,Winchendon,03430000,14402280,15156933,-0.05,14231659,0.01
2009,Winchester,03440000,41447282,32130974,0.29,31583111,0.31
2009,Windsor,03450000,53244,59717,-0.11,84230,-0.37
2009,Winthrop,03460000,19280802,16653714,0.16,16121688,0.2
2009,Woburn,03470000,57343793,42494196,0.35,43752197,0.31
2009,Worcester,03480000,249011158,262175702,-0.05,245274774,0.02
2009,Worthington,03490000,85428,95548,-0.11,141775,-0.4
2009,Wrentham,03500000,10049806,9026427,0.11,8694054,0.16
2009,Yarmouth,03510000,0,11943,-1,11943,-1
2009,"MASSACHUSETTS TOTAL",00000000,10062456334,8811314229,0.14,8657696403,0.16
2008,Abington,00010000,21111843,18063556,0.17,18941692,0.12
2008,Acton,00020000,23034470,18387598,0.25,18387598,0.25
2008,Acton-Boxborough,06000000,30651126,23994743,0.28,23994743,0.28
2008,Acushnet,00030000,12025251,10761756,0.12,11365734,0.06
2008,Adams-Cheshire,06030000,16169619,14106031,0.15,14190571,0.14
2008,Agawam,00050000,42597629,35551346,0.2,35631965,0.2
2008,Amesbury,00070000,25166046,19781530,0.27,21874374,0.15
2008,Amherst,00080000,20371155,11950171,0.71,11950171,0.71
2008,Amherst-Pelham,06050000,24765311,16118464,0.54,18530252,0.34
2008,Andover,00090000,65974939,47430802,0.39,51207488,0.29
2008,Arlington,00100000,47213452,35888203,0.32,36427561,0.3
2008,Ashburnham-Westminster,06100000,21099955,18827304,0.12,18848885,0.12
2008,Ashfield,00130000,171807,158055,0.09,192654,-0.11
2008,Ashland,00140000,25580421,20160315,0.27,20160315,0.27
2008,"Assabet Valley Regional Vocational Technical",08010000,10932378,9764859,0.12,10503979,0.04
2008,Athol-Royalston,06150000,19144665,18516080,0.03,18516080,0.03
2008,Attleboro,00160000,56652206,53454656,0.06,56485401,0
2008,Auburn,00170000,24181966,18480215,0.31,19126321,0.26
2008,Avon,00180000,6902582,4908326,0.41,5701119,0.21
2008,Ayer,00190000,11504552,9386274,0.23,10447934,0.1
2008,Barnstable,00200000,59936946,48539834,0.24,53193630,0.13
2008,Barre,00210000,46954,22711,1.07,23621,0.99
2008,Becket,00220000,5000,146700,-0.97,186869,-0.97
2008,Bedford,00230000,31644082,19936512,0.59,22802371,0.39
2008,Belchertown,00240000,22364330,20636641,0.08,20636641,0.08
2008,Bellingham,00250000,24096604,20737641,0.16,21075381,0.14
2008,Belmont,00260000,36770596,28888243,0.27,29774055,0.24
2008,Berkley,00270000,9598691,8560781,0.12,8734491,0.1
2008,"Berkshire Hills",06180000,17871719,9395655,0.9,12704005,0.41
2008,Berlin,00280000,2938178,1531632,0.92,1955749,0.5
2008,Berlin-Boylston,06200000,5288174,3463889,0.53,4079814,0.3
2008,Bernardston,00290000,17300,0,0,0," %"
2008,Beverly,00300000,47208760,37367798,0.26,40380207,0.17
2008,Billerica,00310000,62647258,48947057,0.28,49583528,0.26
2008,Blackstone,00320000,0,192121,-1,203461,-1
2008,"Blackstone Valley Regional Vocational Technical",08050000,14566367,13058784,0.12,13257905,0.1
2008,Blackstone-Millville,06220000,18562352,16290966,0.14,17504826,0.06
2008,Blandford,00330000,0,34066,-1,53241,-1
2008,"Blue Hills Regional Vocational Technical",08060000,13743455,11368895,0.21,12617592,0.09
2008,Bolton,00340000,0,11757,-1,15539,-1
2008,Boston,00350000,753541699,645423776,0.17,666780305,0.13
2008,Bourne,00360000,22732919,19833298,0.15,20501075,0.11
2008,Boxborough,00370000,5626542,4148265,0.36,4523666,0.24
2008,Boxford,00380000,9068771,6441227,0.41,6734546,0.35
2008,Boylston,00390000,3854874,2637267,0.46,2853865,0.35
2008,Braintree,00400000,47297268,41131026,0.15,41131026,0.15
2008,Brewster,00410000,6981528,3870065,0.8,4491805,0.55
2008,Bridgewater,00420000,0,79487,-1,121795,-1
2008,Bridgewater-Raynham,06250000,50572161,44782550,0.13,45473980,0.11
2008,Brimfield,00430000,3173852,2430566,0.31,2430566,0.31
2008,"Bristol County Agricultural",09100000,6223349,4979099,0.25,4979099,0.25
2008,"Bristol-Plymouth Regional Vocational Technical",08100000,14915334,14637445,0.02,14914103,0
2008,Brockton,00440000,160447809,154658101,0.04,154658101,0.04
2008,Brookfield,00450000,3150852,2050160,0.54,2170092,0.45
2008,Brookline,00460000,79810953,49807109,0.6,63319142,0.26
2008,Burlington,00480000,43832011,29703890,0.48,34949668,0.25
2008,Cambridge,00490000,131202149,58586280,1.24,91700476,0.43
2008,Canton,00500000,29833761,24474544,0.22,25875389,0.15
2008,"Cape Cod Regional Vocational Technical",08150000,10477881,8959018,0.17,10330254,0.01
2008,Carlisle,00510000,9381449,5581543,0.68,6235175,0.51
2008,Carver,00520000,20008546,16020594,0.25,16245923,0.23
2008,"Central Berkshire",06350000,21363404,17956787,0.19,18097883,0.18
2008,Charlemont,00530000,0,180766,-1,205307,-1
2008,Chatham,00550000,8663279,4585030,0.89,6622370,0.31
2008,Chelmsford,00560000,49032136,44064611,0.11,45865361,0.07
2008,Chelsea,00570000,57588521,58311559,-0.01,58311559,-0.01
2008,Cheshire,00580000,475926,475085,0,485688,-0.02
2008,Chester,00590000,172205,158055,0.09,188715,-0.09
2008,Chesterfield,00600000,206192,226187,-0.09,250615,-0.18
2008,Chesterfield-Goshen,06320000,1652398,1277283,0.29,1437078,0.15
2008,Chicopee,00610000,70647321,70099506,0.01,70099506,0.01
2008,Clarksburg,00630000,2219297,2196794,0.01,2203656,0.01
2008,Clinton,00640000,19764468,18272408,0.08,18272408,0.08
2008,Cohasset,00650000,15237381,11621502,0.31,11713616,0.3
2008,Concord,00670000,26359993,13775795,0.91,16698993,0.58
2008,Concord-Carlisle,06400000,18232023,11535486,0.58,13838191,0.32
2008,Conway,00680000,1737371,1081795,0.61,1302936,0.33
2008,Cummington,00690000,0,90842,-1,121788,-1
2008,Dalton,00700000,235520,271608,-0.13,331919,-0.29
2008,Danvers,00710000,37783546,28772437,0.31,31517407,0.2
2008,Dartmouth,00720000,34100958,33384730,0.02,33670429,0.01
2008,Dedham,00730000,33881852,22956469,0.48,27896078,0.22
2008,Deerfield,00740000,4181181,2894787,0.44,2894787,0.44
2008,Dennis,00750000,73827,0,0,0," %"
2008,Dennis-Yarmouth,06450000,40678842,32866009,0.24,34894696,0.17
2008,Dighton,00760000,2810,0,0,0," %"
2008,Dighton-Rehoboth,06500000,29859098,26488176,0.13,26628572,0.12
2008,Douglas,00770000,12600212,11934136,0.06,12021820,0.05
2008,Dover,00780000,7947409,4612399,0.72,5282717,0.5
2008,Dover-Sherborn,06550000,15554507,8844812,0.76,10093922,0.54
2008,Dracut,00790000,33554749,33257291,0.01,33257291,0.01
2008,Dudley-Charlton,06580000,35136302,33797564,0.04,34098398,0.03
2008,Duxbury,00820000,28675045,25877873,0.11,26019675,0.1
2008,"East Bridgewater",00830000,20115554,18786649,0.07,19067662,0.06
2008,"East Brookfield",00840000,97088,102197,-0.05,132180,-0.27
2008,"East Longmeadow",00870000,25388413,22100301,0.15,22100301,0.15
2008,Eastham,00850000,3740268,1859265,1.01,2327563,0.61
2008,Easthampton,00860000,18316346,16177355,0.13,16199304,0.13
2008,Easton,00880000,33726400,29177634,0.16,29177634,0.16
2008,Edgartown,00890000,6900705,2849766,1.42,3447092,1
2008,Erving,00910000,3229247,2063705,0.56,2063705,0.56
2008,"Essex Agricultural Technical",09130000,8545636,5679400,0.51,8174538,0.05
2008,Everett,00930000,56651818,53450079,0.06,53450079,0.06
2008,Fairhaven,00940000,18389488,16755601,0.1,16755601,0.1
2008,"Fall River",00950000,111721069,106032214,0.05,106632868,0.05
2008,Falmouth,00960000,45341062,32408337,0.4,36951739,0.23
2008,"Farmington River",06620000,3148379,2032717,0.55,2526974,0.25
2008,Fitchburg,00970000,53324651,53959280,-0.01,54437023,-0.02
2008,Florida,00980000,1212889,875058,0.39,875182,0.39
