			Indicator 4A			Indicator 4B		Indicator 9	Indicator 10	Indicator 11			Indicator 12			Indicator 13			
			Significant Discrepancy (Suspension/Expulsion)			Significant Discrepancy by Race/Ethnicity (Suspension/Expulsion)		(Disproportionality in Special Ed.)	(Disproportionality in Disability Category)	(Init Eval Timelines)			(Part C to B Transition)			(Secondary Transition)			
Year	Org Name	Org Code	Students #	Susp #	Susp %	Significant discrepancy	PPPs contribute to significant discrepancy	Disproportionate Representation in Special Ed	Disproportionate Representation in Disability Categories	Sch Yr Rev	Eval Comp #	Dist Rate	Sch Yr Rev	Ref Part C	IEP by #	IEP by %	Sch Yr Rev	Records in Compliance #	Dist Rate
2008	Gardner	01030000	505	7	1.4	-	-			2005-06	27	90		15	13	86.7	2006-07	30	100
2008	Georgetown	01050000	216	5	2.3	-	-			2008-09	NR	NR		2	-	-	2008-09	NR	NR
2008	Gloucester	01070000	772	1	0.1	-	-			2007-08	45	100		8	8	100	2005-06	30	100
2008	Gosnold	01090000	1	-	-	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2008	Grafton	01100000	453	0	0	-	-			2007-08	30	100		9	4	44.4	2005-06	30	100
2008	Granby	01110000	202	0	0	-	-			2006-07	12	100		NR	NR	NR	2007-08	30	100
2008	Granville	01120000	26	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2008	Greenfield	01140000	326	1	0.3	-	-			2007-08	22	100		8	8	100	2005-06	9	30
2008	Hadley	01170000	74	0	0	-	-			2007-08	-	-		1	-	-	2005-06	12	100
2008	Halifax	01180000	91	0	0	-	-			2006-07	18	100		NA	NA	NA	2007-08	NR	NR
2008	Hancock	01210000	4	-	-	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2008	Hanover	01220000	470	6	1.3	-	-			2007-08	66	98.5		10	10	100	2005-06	31	100
2008	Harvard	01250000	203	0	0	-	-			2007-08	16	100		6	6	100	2005-06	28	100
2008	Harwich	01260000	241	3	1.2	-	-			2007-08	-	-		2	-	-	2005-06	42	100
2008	Hatfield	01270000	69	0	0	-	-			2006-07	-	-		NR	NR	NR	2007-08	24	96
2008	Haverhill	01280000	1401	36	2.6	-	-			2006-07	152	89.4		37	34	91.9	2007-08	30	100
2008	Hingham	01310000	513	2	0.4	-	-			2008-09	NR	NR		13	13	100	2008-09	NR	NR
2008	Holbrook	01330000	269	6	2.2	-	-			2007-08	14	63.6		10	10	100	2007-08	30	100
2008	Holland	01350000	44	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Holliston	01360000	442	0	0	-	-			2005-06	46	100		5	-	-	2006-07	30	100
2008	Holyoke	01370000	1617	115	7.1	-	-			2008-09	NR	NR		53	7	13.2	2008-09	NR	NR
2008	Hopedale	01380000	221	0	0	-	-			2007-08	-	-		4	-	-	2005-06	25	92.6
2008	Hopkinton	01390000	395	0	0	-	-			2006-07	35	100		15	13	86.7	2007-08	30	100
2008	Hudson	01410000	591	2	0.3	-	-			2006-07	46	90.2		NR	NR	NR	2007-08	30	100
2008	Hull	01420000	204	8	3.9	-	-			2007-08	11	100		NR	NR	NR	2005-06	22	81.5
2008	Ipswich	01440000	298	0	0	-	-			2005-06	11	100		6	6	100	2006-07	29	100
2008	Kingston	01450000	157	0	0	-	-			2006-07	42	100		NA	NA	NA	2007-08	NR	NR
2008	Lakeville	01460000	136	0	0	-	-			2005-06	16	100		NR	NR	NR	2006-07	NR	NR
2008	Lanesborough	01480000	49	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2008	Lawrence	01490000	2332	33	1.4	-	-			2007-08	144	100		42	32	76.2	2005-06	33	94.3
2008	Lee	01500000	116	1	0.9	-	-			2008-09	NR	NR		3	-	-	2007-08	30	100
2008	Leicester	01510000	318	4	1.3	-	-			2008-09	NR	NR		6	6	100	2008-09	NR	NR
2008	Lenox	01520000	110	1	0.9	-	-			2006-07	-	-		NR	NR	NR	2007-08	14	100
2008	Leominster	01530000	1082	38	3.5	-	-			2008-09	NR	NR		59	53	89.8	2008-09	NR	NR
2008	Leverett	01540000	37	0	0	-	-			2006-07	NR	NR		2	-	-	2007-08	NR	NR
2008	Lexington	01550000	1130	1	0.1	-	-			2005-06	48	88.9		16	16	100	2006-07	30	100
2008	Lincoln	01570000	156	0	0	-	-			2007-08	17	100		NR	NR	NR	2005-06	NR	NR
2008	Littleton	01580000	262	1	0.4	-	-			2005-06	16	100		11	11	100	2006-07	29	100
2008	Longmeadow	01590000	519	6	1.2	-	-			2006-07	17	56.7		13	13	100	2007-08	30	100
2008	Lowell	01600000	2118	0	0	-	-			2005-06	136	82.9		70	68	97.1	2006-07	28	100
2008	Ludlow	01610000	561	6	1.1	-	-			2008-09	NR	NR		8	4	50	2008-09	NR	NR
2008	Lunenburg	01620000	260	1	0.4	-	-			2005-06	21	100		9	9	100	2006-07	29	100
2008	Lynn	01630000	2252	65	2.9	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Lynnfield	01640000	270	0	0	-	-			2005-06	16	66.7		4	-	-	2006-07	30	100
2008	Malden	01650000	1002	11	1.1	-	-			2005-06	47	95.9		25	25	100	2006-07	30	100
2008	Mansfield	01670000	904	2	0.2	-	-			2005-06	34	100		18	18	100	2006-07	30	100
2008	Marblehead	01680000	532	0	0	-	-			2005-06	15	100		NR	NR	NR	2006-07	30	100
2008	Marion	01690000	71	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Marlborough	01700000	1057	0	0	-	-			2008-09	NR	NR		45	42	93.3	2008-09	NR	NR
2008	Marshfield	01710000	854	7	0.8	-	-			2005-06	85	100		16	16	100	2006-07	30	100
2008	Mashpee	01720000	396	0	0	-	-			2007-08	12	100		9	9	100	2005-06	17	56.7
2008	Mattapoisett	01730000	60	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Maynard	01740000	215	0	0	-	-			2008-09	NR	NR		4	-	-	2008-09	NR	NR
2008	Medfield	01750000	353	2	0.6	-	-			2005-06	21	100		8	8	100	2006-07	29	100
2008	Medford	01760000	910	16	1.8	-	-			2006-07	68	98.6		20	20	100	2007-08	24	100
2008	Medway	01770000	469	0	0	-	-			2006-07	38	100		NR	NR	NR	2007-08	29	100
2008	Melrose	01780000	562	1	0.2	-	-			2005-06	21	100		NR	NR	NR	2006-07	30	100
2008	Methuen	01810000	961	6	0.6	-	-			2007-08	88	100		17	17	100	2005-06	26	89.7
2008	Middleborough	01820000	554	15	2.7	-	-			2007-08	35	97.2		22	22	100	2005-06	30	100
2008	Middleton	01840000	136	0	0	-	-			2006-07	17	100		2	-	-	2007-08	NR	NR
2008	Milford	01850000	644	3	0.5	-	-			2006-07	38	88.4		23	23	100	2007-08	29	100
2008	Millbury	01860000	327	0	0	-	-			2007-08	25	100		7	7	100	2005-06	30	100
2008	Millis	01870000	199	0	0	-	-			2005-06	9	75		7	5	71.4	2006-07	30	100
2008	Milton	01890000	597	2	0.3	-	-			2006-07	62	100		27	27	100	2007-08	29	100
2008	Monson	01910000	215	1	0.5	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Nahant	01960000	29	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Nantucket	01970000	187	5	2.7	-	-			2008-09	NR	NR		5	-	-	2008-09	NR	NR
2008	Natick	01980000	709	2	0.3	-	-			2008-09	NR	NR		24	24	100	2008-09	NR	NR
2008	Needham	01990000	583	0	0	-	-			2007-08	37	100		25	25	100	2005-06	30	100
2008	New Bedford	02010000	2426	7	0.3	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Newburyport	02040000	386	1	0.3	-	-			2008-09	NR	NR		8	6	75	2008-09	NR	NR
2008	Newton	02070000	2230	8	0.4	-	-			2007-08	87	95.6		NR	NR	NR	2005-06	7	20
2008	Norfolk	02080000	223	0	0	-	-			2005-06	25	96.2		NR	NR	NR	2006-07	NR	NR
2008	North Adams	02090000	305	13	4.3	-	-			2005-06	-	-		6	6	100	2006-07	39	100
2008	Northampton	02100000	598	9	1.5	-	-			2007-08	36	97.3		10	9	90	2005-06	3	12
2008	North Andover	02110000	599	2	0.3	-	-			2008-09	NR	NR		14	14	100	2007-08	29	100
2008	North Attleborough	02120000	845	15	1.8	-	-			2007-08	37	100		NR	NR	NR	2005-06	30	100
2008	Northborough	02130000	273	0	0	-	-			2006-07	40	93		NR	NR	NR	2007-08	NR	NR
2008	Northbridge	02140000	387	0	0	-	-			2007-08	44	97.8		NR	NR	NR	2005-06	30	100
2008	North Brookfield	02150000	115	0	0	-	-			2006-07	-	-		NR	NR	NR	2007-08	26	100
2008	North Reading	02170000	311	2	0.6	-	-			2005-06	13	100		NR	NR	NR	2006-07	30	100
2008	Norton	02180000	651	2	0.3	-	-			2007-08	24	100		28	28	100	2005-06	30	100
2008	Norwell	02190000	444	1	0.2	-	-			2007-08	17	100		6	2	33.3	2005-06	29	100
2008	Norwood	02200000	708	1	0.1	-	-			2005-06	43	100		NR	NR	NR	2006-07	30	100
2008	Oak Bluffs	02210000	92	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2008	Orange	02230000	142	0	0	-	-			2008-09	NR	NR		4	-	-	2008-09	NR	NR
2008	Orleans	02240000	43	0	0	-	-			2006-07	-	-		NA	NA	NA	2007-08	NR	NR
2008	Oxford	02260000	331	3	0.9	-	-			2006-07	68	100		16	15	93.8	2007-08	30	100
2008	Palmer	02270000	356	0	0	-	-			2008-09	NR	NR		12	12	100	2008-09	NR	NR
2008	Peabody	02290000	1121	16	1.4	-	-			2007-08	69	98.6		22	18	81.8	2005-06	9	30
2008	Pelham	02300000	23	0	0	-	-			2006-07	-	-		NA	NA	NA	2007-08	NR	NR
2008	Pembroke	02310000	362	0	0	-	-			2005-06	24	100		16	16	100	2006-07	30	100
2008	Petersham	02340000	11	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	NR	NR
2008	Pittsfield	02360000	1083	21	1.9	-	-			2006-07	105	98.1		33	22	66.7	2007-08	24	100
2008	Plainville	02380000	123	1	0.8	-	-			2007-08	-	-		4	-	-	2005-06	NR	NR
2008	Plymouth	02390000	1368	15	1.1	-	-			2007-08	79	98.8		24	23	95.8	2005-06	29	93.5
2008	Plympton	02400000	35	1	2.9	-	-			2006-07	11	100		NA	NA	NA	2007-08	NR	NR
2008	Provincetown	02420000	57	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	17	100
2008	Quincy	02430000	1448	8	0.6	-	-			2007-08	47	100		92	92	100	2005-06	34	97.1
2008	Randolph	02440000	720	20	2.8	-	-			2006-07	56	98.2		NR	NR	NR	2007-08	29	100
2008	Reading	02460000	707	2	0.3	-	-			2008-09	NR	NR		16	16	100	2008-09	NR	NR
2008	Revere	02480000	816	3	0.4	-	-			2008-09	NR	NR		39	39	100	2008-09	NR	NR
2008	Richmond	02490000	15	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2008	Rochester	02500000	94	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Rockland	02510000	394	0	0	-	-			2007-08	30	100		11	11	100	2005-06	30	100
2008	Rockport	02520000	211	0	0	-	-			2008-09	NR	NR		2	-	-	2008-09	NR	NR
2008	Rowe	02530000	10	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Salem	02580000	1009	6	0.6	-	-			2005-06	33	50		NR	NR	NR	2006-07	26	92.9
2008	Sandwich	02610000	596	9	1.5	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Saugus	02620000	466	1	0.2	-	-			2005-06	54	100		16	16	100	2006-07	29	100
2008	Savoy	02630000	3	-	-	-	-			2005-06	NR	NR		NR	NR	NR	2006-07	NR	NR
2008	Scituate	02640000	409	1	0.2	-	-			2008-09	NR	NR		9	9	100	2008-09	NR	NR
2008	Seekonk	02650000	253	6	2.4	-	-			2005-06	26	100		6	6	100	2006-07	30	100
2008	Sharon	02660000	454	3	0.7	-	-			2005-06	18	100		14	13	92.9	2006-07	30	100
2008	Sherborn	02690000	67	0	0	-	-			2007-08	-	-		2	-	-	2005-06	NR	NR
2008	Shirley	02700000	116	0	0	-	-			2005-06	-	-		8	8	100	2006-07	-	-
2008	Shrewsbury	02710000	936	5	0.5	-	-			2006-07	60	98.4		19	19	100	2007-08	30	100
2008	Shutesbury	02720000	17	0	0	-	-			2006-07	-	-		NR	NR	NR	2007-08	NR	NR
2008	Somerset	02730000	264	4	1.5	-	-			2006-07	47	92.2		12	12	100	2007-08	30	100
2008	Somerville	02740000	1210	19	1.6	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Southampton	02750000	88	0	0	-	-			2007-08	-	-		NR	NR	NR	2005-06	NR	NR
2008	Southborough	02760000	199	0	0	-	-			2006-07	23	100		NR	NR	NR	2007-08	NR	NR
2008	Southbridge	02770000	401	7	1.7	-	-			2006-07	29	93.5		7	7	100	2007-08	30	100
2008	South Hadley	02780000	362	4	1.1	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Springfield	02810000	5767	315	5.5	-	-			2005-06	267	74		79	48	60.8	2006-07	29	100
2008	Stoneham	02840000	537	3	0.6	-	-			2006-07	34	100		9	8	88.9	2007-08	30	100
2008	Stoughton	02850000	644	4	0.6	-	-			2007-08	37	100		17	14	82.4	2005-06	30	100
2008	Sturbridge	02870000	122	0	0	-	-			2008-09	NR	NR		71	71	100	2008-09	NR	NR
2008	Sudbury	02880000	487	1	0.2	-	-			2007-08	21	100		17	17	100	2005-06	NR	NR
2008	Sunderland	02890000	35	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Sutton	02900000	284	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Swampscott	02910000	373	7	1.9	-	-			2008-09	NR	NR		15	14	93.3	2008-09	NR	NR
2008	Swansea	02920000	326	19	5.8	-	-			2007-08	22	100		7	7	100	2005-06	30	100
2008	Taunton	02930000	1463	15	1	-	-			2007-08	138	90.8		NR	NR	NR	2005-06	14	50
2008	Tewksbury	02950000	783	6	0.8	-	-			2005-06	45	100		19	19	100	2006-07	30	100
2008	Tisbury	02960000	47	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2008	Topsfield	02980000	87	0	0	-	-			2006-07	-	-		5	-	-	2007-08	NR	NR
2008	Truro	03000000	19	0	0	-	-			2006-07	NR	NR		NR	NR	NR	2007-08	NR	NR
2008	Tyngsborough	03010000	264	0	0	-	-			2006-07	23	100		5	-	-	2007-08	30	100
2008	Uxbridge	03040000	297	0	0	-	-			2006-07	25	80.6		15	15	100	2007-08	30	100
2008	Wakefield	03050000	619	7	1.1	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Wales	03060000	31	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Walpole	03070000	716	16	2.2	-	-			2008-09	NR	NR		26	18	69.2	2008-09	NR	NR
2008	Waltham	03080000	1072	7	0.7	-	-			2007-08	5	38.5		NR	NR	NR	2005-06	29	96.7
2008	Ware	03090000	244	1	0.4	-	-			2006-07	-	-		6	4	66.7	2007-08	30	100
2008	Wareham	03100000	555	7	1.3	-	-			2008-09	NR	NR		23	23	100	2008-09	NR	NR
2008	Watertown	03140000	498	3	0.6	-	-			2007-08	14	77.8		NR	NR	NR	2005-06	30	100
2008	Wayland	03150000	486	0	0	-	-			2006-07	41	100		NR	NR	NR	2007-08	30	100
2008	Webster	03160000	314	3	1	-	-			2007-08	21	95.5		16	14	87.5	2005-06	29	100
2008	Wellesley	03170000	749	0	0	-	-			2006-07	25	100		NR	NR	NR	2007-08	30	100
2008	Wellfleet	03180000	12	0	0	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2008	Westborough	03210000	425	0	0	-	-			2005-06	26	96.3		21	19	90.5	2006-07	30	100
2008	West Boylston	03220000	120	2	1.7	-	-			2005-06	13	100		1	-	-	2006-07	29	100
2008	West Bridgewater	03230000	140	0	0	-	-			2005-06	-	-		5	-	-	2006-07	27	93.1
2008	Westfield	03250000	1173	18	1.5	-	-			2006-07	182	99.5		36	36	100	2007-08	30	100
2008	Westford	03260000	494	0	0	-	-			2008-09	NR	NR		17	17	100	2008-09	NR	NR
2008	Westhampton	03270000	24	0	0	-	-			2007-08	-	-		NR	NR	NR	2005-06	NR	NR
2008	Weston	03300000	368	0	0	-	-			2006-07	26	100		4	-	-	2007-08	30	100
2008	Westport	03310000	246	2	0.8	-	-			2008-09	NR	NR		5	-	-	2008-09	NR	NR
2008	West Springfield	03320000	593	38	6.4	-	-			2005-06	48	90.6		25	25	100	2006-07	30	100
2008	Westwood	03350000	457	0	0	-	-			2006-07	35	100		NR	NR	NR	2007-08	30	100
2008	Weymouth	03360000	1297	20	1.5	-	-			2005-06	70	78.7		36	36	100	2006-07	30	100
2008	Whately	03370000	16	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Williamsburg	03400000	36	0	0	-	-			2007-08	-	-		NR	NR	NR	2005-06	NR	NR
2008	Williamstown	03410000	64	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Wilmington	03420000	564	8	1.4	-	-			2005-06	51	100		16	16	100	2006-07	30	100
2008	Winchendon	03430000	356	9	2.5	-	-			2006-07	25	100		10	10	100	2007-08	30	100
2008	Winchester	03440000	579	2	0.3	-	-			2008-09	NR	NR		8	8	100	2008-09	NR	NR
2008	Winthrop	03460000	392	4	1	-	-			2008-09	NR	NR		10	10	100	2008-09	NR	NR
2008	Woburn	03470000	667	9	1.3	-	-			2007-08	48	100		28	28	100	2005-06	30	100
2008	Worcester	03480000	4624	100	2.2	-	-			2006-07	257	84		71	66	93	2007-08	28	100
2008	Wrentham	03500000	189	0	0	-	-			2008-09	NR	NR		11	11	100	2008-09	NR	NR
2008	Northampton-Smith Vocational Agricultural	04060000	177	2	1.1	-	-			2005-06	NR	NR		NA	NA	NA	2006-07	30	100
2008	Excel Academy Charter (District)	04100000	15	1	6.7	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2008	Academy Of the Pacific Rim Charter Public (District)	04120000	49	1	2	-	-			2007-08	-	-		NA	NA	NA	2005-06	1	5.6
2008	Four Rivers Charter Public (District)	04130000	26	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	-	-
2008	Berkshire Arts and Technology Charter (District)	04140000	60	4	6.7	-	-			2006-07	-	-		NA	NA	NA	2007-08	-	-
2008	Academy of Strategic Learning Charter (District)	04150000	25	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	12	100
2008	Boston Preparatory Charter Public (District)	04160000	40	5	12.5	-	-			2005-06	NR	NR		NA	NA	NA	2006-07	NR	NR
2008	Christa McAuliffe Regional Charter Public (District)	04180000	77	0	0	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	NR	NR
2008	Smith Leadership Academy Charter Public (District)	04190000	23	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	NR	NR
2008	Benjamin Banneker Charter Public (District)	04200000	26	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	NR	NR
2008	Barnstable Horace Mann Charter (District)	04230000	134	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2008	Boston Day and Evening Academy Charter (District)	04240000	44	0	0	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	22	100
2008	Marstons Mills East HM Charter Public (District)	04270000	42	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	NR	NR
2008	Edward Brooke Charter (District)	04280000	34	1	2.9	-	-			2006-07	-	-		NA	NA	NA	2007-08	NR	NR
2008	Kipp Academy Lynn Charter (District)	04290000	45	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Advanced Math and Science Academy Charter (District)	04300000	21	0	0	-	-			2006-07	-	-		NA	NA	NA	2007-08	-	-
2008	Cape Cod Lighthouse Charter (District)	04320000	38	0	0	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2008	Champion Charter (District)	04340000	20	1	5	-	-			NA	NA	NA		NA	NA	NA	NA	NA	NA
2008	Innovation Academy Charter (District)	04350000	63	1	1.6	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	NR	NR
2008	Community Charter School of Cambridge (District)	04360000	37	1	2.7	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	City On A Hill Charter Public (District)	04370000	26	5	19.2	-	-			2007-08	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Codman Academy Charter Public (District)	04380000	23	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	17	100
2008	Conservatory Lab Charter (District)	04390000	11	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	NR	NR
2008	Community Day Charter Public (District)	04400000	55	0	0	-	-			2006-07	-	-		NA	NA	NA	2007-08	NR	NR
2008	Sabis International Charter (District)	04410000	128	5	3.9	-	-			2006-07	10	62.5		NA	NA	NA	2007-08	30	100
2008	Neighborhood House Charter (District)	04440000	53	2	3.8	-	-			2006-07	-	-		NR	NR	NR	2007-08	NR	NR
2008	Abby Kelley Foster Charter Public (District)	04450000	111	0	0	-	-			2005-06	13	56.5		NA	NA	NA	2006-07	-	-
2008	Foxborough Regional Charter (District)	04460000	84	1	1.2	-	-			2007-08	-	-		NA	NA	NA	2005-06	-	-
2008	Benjamin Franklin Classical Charter Public (District)	04470000	30	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Boston Collegiate Charter (District)	04490000	61	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	-	-
2008	Hilltown Cooperative Charter Public (District)	04500000	26	0	0	-	-			2005-06	NR	NR		NA	NA	NA	2006-07	NR	NR
2008	Robert M. Hughes Academy Charter (District)	04510000	8	0	0	-	-			2006-07	-	-		NA	NA	NA	2007-08	NR	NR
2008	Health Careers Academy Charter (District)	04520000	23	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	20	100
2008	Holyoke Community Charter (District)	04530000	80	0	0	-	-			2006-07	13	86.7		NA	NA	NA	2007-08	NR	NR
2008	Lawrence Family Development Charter (District)	04540000	51	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	NR	NR
2008	Hill View Montessori Charter Public (District)	04550000	20	1	5	-	-			2008-09	NR	NR		NA	NA	NA	2006-07	NR	NR
2008	Lowell Community Charter Public (District)	04560000	75	1	1.3	-	-			2006-07	15	78.9		NA	NA	NA	2007-08	NR	NR
2008	Lowell Middlesex Academy Charter (District)	04580000	12	0	0	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	-	-
2008	Marblehead Community Charter (District)	04640000	44	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Martha's Vineyard Charter (District)	04660000	36	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Ma Academy for Math and Science	04680000	NA	NA	NA	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2008	MATCH Charter Public High (District)	04690000	22	0	0	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	14	100
2008	Mystic Valley Regional Charter (District)	04700000	119	2	1.7	-	-			2007-08	-	-		NA	NA	NA	2005-06	-	-
2008	New Leadership Charter (District)	04710000	58	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	0	0
2008	North Central Charter Essential (District)	04740000	69	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Francis W. Parker Charter Essential (District)	04780000	32	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	10	83.3
2008	Pioneer Valley Performing Arts Charter Public (Distri	04790000	47	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	29	100
2008	Boston Renaissance Charter Public (District)	04810000	124	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	NR	NR
2008	River Valley Charter (District)	04820000	53	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Rising Tide Charter Public (District)	04830000	37	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Roxbury Preparatory Charter (District)	04840000	18	1	5.6	-	-			2007-08	-	-		NA	NA	NA	2005-06	NR	NR
2008	Salem Academy Charter (District)	04850000	42	0	0	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	NR	NR
2008	Seven Hills Charter (District)	04860000	84	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Prospect Hill Academy Charter (District)	04870000	62	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	South Shore Charter Public (District)	04880000	87	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Sturgis Charter Public (District)	04890000	38	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	27	100
2008	Uphams Corner Charter (District)	04900000	53	0	0	-	-			2005-06	NR	NR		NA	NA	NA	2006-07	NR	NR
2008	Atlantis Charter (District)	04910000	71	0	0	-	-			2007-08	21	100		NA	NA	NA	2005-06	NR	NR
2008	Martin Luther King Jr. Charter School of Excellence (	04920000	13	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2005-06	NR	NR
2008	Phoenix Charter Academy (District)	04930000	19	0	0	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	-	-
2008	Pioneer Charter School of Science (District)	04940000	3	-	-	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2008	Global Learning Charter Public (District)	04960000	32	1	3.1	-	-			2006-07	-	-		NA	NA	NA	2007-08	-	-
2008	Pioneer Valley Chinese Immersion Charter(District)	04970000	NA	NA	NA	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	NR	NR
2008	Acton-Boxborough	06000000	397	0	0	-	-			2007-08	12	100		NA	NA	NA	2005-06	30	100
2008	Adams-Cheshire	06030000	216	2	0.9	-	-			2006-07	-	-		2	-	-	2007-08	30	100
2008	Amherst-Pelham	06050000	344	2	0.6	-	-			2006-07	13	100		NA	NA	NA	2007-08	30	100
2008	Ashburnham-Westminster	06100000	509	1	0.2	-	-			2008-09	NR	NR		7	5	71.4	2007-08	30	100
2008	Athol-Royalston	06150000	428	2	0.5	-	-			2007-08	-	-		NR	NR	NR	2005-06	17	54.8
2008	Berkshire Hills	06180000	203	0	0	-	-			2008-09	NR	NR		4	-	-	2008-09	NR	NR
2008	Berlin-Boylston	06200000	58	1	1.7	-	-			2005-06	-	-		6	6	100	2006-07	29	100
2008	Blackstone-Millville	06220000	338	11	3.3	-	-			2007-08	33	100		20	20	100	2005-06	30	100
2008	Bridgewater-Raynham	06250000	991	10	1	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2008	Chesterfield-Goshen	06320000	19	0	0	-	-			2007-08	NR	NR		NR	NR	NR	2005-06	NR	NR
2008	Central Berkshire	06350000	387	6	1.6	-	-			2005-06	-	-		11	11	100	2006-07	30	100
2008	Concord-Carlisle	06400000	183	0	0	-	-			2006-07	-	-		NA	NA	NA	2007-08	15	50
2008	Dennis-Yarmouth	06450000	628	21	3.3	-	-			2006-07	27	100		10	10	100	2007-08	30	100
2008	Dighton-Rehoboth	06500000	520	2	0.4	-	-			2008-09	NR	NR		12	12	100	2008-09	NR	NR
2008	Dover-Sherborn	06550000	111	0	0	-	-			2007-08	-	-		NA	NA	NA	2005-06	21	100
2008	Dudley-Charlton Reg	06580000	553	10	1.8	-	-			2006-07	40	100		19	18	94.7	2007-08	30	100
