FY	org_code	district_short_name	total	avg	fte
2007	06030000	ADAMS CHESHIRE               	6476754	52871	123
2007	06050000	AMHERST PELHAM               	9410790	56386	167
2007	06100000	ASHBURNHAM WESTMINSTER       	9944025	60157	165
2007	06150000	ATHOL ROYALSTON              	7912352	54009	147
2007	06180000	BERKSHIRE HILLS              	7750039	53708	144
2007	06200000	BERLIN BOYLSTON              	2075126	56084	37
2007	06220000	BLACKSTONE MILLVILLE         	8589634	56436	152
2007	06250000	BRIDGEWATER RAYNHAM          	21639025	64106	338
2007	06320000	CHESTERFIELD GOSHEN	726740	60061	12
2007	06350000	CENTRAL BERKSHIRE            	9086276	58320	156
2007	06400000	CONCORD CARLISLE             	6576477	70262	94
2007	06450000	DENNIS YARMOUTH              	17551551	57396	306
2007	06500000	DIGHTON REHOBOTH             	12382404	56748	218
2007	06550000	DOVER SHERBORN               	6892714	68177	101
2007	06580000	DUDLEY CHARLTON              	15827270	50875	311
2007	06600000	NAUSET                       	8897446	59316	150
2007	06620000	FARMINGTON RIVER	816801	53386	15
2007	06650000	FREETOWN LAKEVILLE           	8510154	57892	147
2007	06700000	FRONTIER                     	3314452	48742	68
2007	06720000	GATEWAY                      	5292526	48555	109
2007	06730000	GROTON DUNSTABLE             	10439388	54528	191
2007	06740000	GILL MONTAGUE                	5507448	54855	100
2007	06750000	HAMILTON WENHAM              	10763896	55954	192
2007	06800000	HAMPDEN WILBRAHAM            	13948997	52666	265
2007	06830000	HAMPSHIRE                    	3597728	47526	76
2007	06850000	HAWLEMONT                    	529951	46003	12
2007	06900000	KING PHILIP                  	7244003	58561	124
2007	06950000	LINCOLN SUDBURY              	8697288	66799	130
2007	06980000	MANCHESTER ESSEX	6779545	61465	110
2007	07000000	MARTHAS VINEYARD             	5557284	62406	89
2007	07050000	MASCONOMET                   	8648852	63688	136
2007	07100000	MENDON UPTON                 	10980150	50138	219
2007	07150000	MOUNT GREYLOCK               	3294780	57201	58
2007	07170000	MOHAWK TRAIL                 	5516498	48213	114
2007	07200000	NARRAGANSETT                 	5992893	49692	121
2007	07250000	NASHOBA                      	15272573	57201	267
2007	07280000	NEW SALEM WENDELL            	608563	49477	12
2007	07300000	NORTHBORO SOUTHBORO          	6962722	62502	111
2007	07350000	NORTH MIDDLESEX              	16799533	52829	318
2007	07400000	OLD ROCHESTER                	5527480	60675	91
2007	07450000	PENTUCKET                    	13348402	53882	248
2007	07500000	PIONEER                      	4774576	47794	100
2007	07530000	QUABBIN                      	11960483	58287	205
2007	07550000	RALPH C MAHAR                	2852064	45271	63
2007	07600000	SILVER LAKE                  	9694523	66219	146
2007	07650000	SOUTHERN BERKSHIRE           	4428072	47097	94
2007	07660000	SOUTHWICK TOLLAND	7217212	50403	143
2007	07670000	SPENCER EAST BROOKFIELD      	8831252	58954	150
2007	07700000	TANTASQUA                    	8782787	62289	141
2007	07730000	TRITON                       	11514585	53161	217
2007	07740000	UPISLAND	2784191	63062	44
2007	07750000	WACHUSETT                    	26130752	56280	464
2007	07780000	QUABOAG	5951034	52664	113
2007	07800000	WHITMAN HANSON               	15820968	60587	261
2007	08010000	ASSABET VALLEY               	6817815	60765	112
2007	08050000	BLACKSTONE VALLEY            	5766911	53796	107
2007	08060000	BLUE HILLS                   	6373283	63102	101
2007	08100000	BRISTOL PLYMOUTH             	6098456	59036	103
2007	08150000	CAPE COD                     	4509917	61695	73
2007	08180000	FRANKLIN COUNTY              	3146670	56191	56
2007	08210000	GREATER FALL RIVER           	7773897	62693	124
2007	08230000	GREATER LAWRENCE             	9056291	61649	147
2007	08250000	GREATER NEW BEDFORD          	12276602	61691	199
2007	08280000	GREATER LOWELL               	11683502	65454	179
2007	08290000	SOUTH MIDDLESEX              	6151979	62762	98
2007	08300000	MINUTEMAN                    	6961221	68692	101
2007	08320000	MONTACHUSETT                 	6845697	60851	113
2007	08510000	NORTHERN BERKSHIRE           	3073666	60865	51
2007	08520000	NASHOBA VALLEY               	2713010	54260	50
2007	08530000	NORTHEAST METROPOLITAN       	7732898	58450	132
2007	08540000	NORTH SHORE                  	3671492	65562	56
2007	08550000	OLD COLONY                   	3395257	59776	57
2007	08600000	PATHFINDER                   	4287783	58737	73
2007	08710000	SHAWSHEEN VALLEY             	8224148	66863	123
2007	08720000	SOUTHEASTERN                 	6479551	50621	128
2007	08730000	SOUTH SHORE                  	3882224	62315	62
2007	08760000	SOUTHERN WORCESTER           	6590203	58841	112
2007	08780000	TRI COUNTY                   	5847986	62882	93
2007	08790000	UPPER CAPE COD               	4049428	58181	70
2007	08850000	WHITTIER                     	7532646	62512	121
2007	09100000	BRISTOL COUNTY               	1778095	50803	35
2007	09130000	ESSEX COUNTY                 	2420486	59765	41
2007	09150000	NORFOLK COUNTY               	2772767	64036	43
2007	09990000	STATE TOTALS	4297093565	58258	73760
2008	00010000	ABINGTON                     	8851492	59807	148
2008	00020000	ACTON                        	9436599	68880	137
2008	00030000	ACUSHNET                     	3725494	49020	76
2008	00050000	AGAWAM                       	18805402	59323	317
2008	00070000	AMESBURY                     	10277168	61540	167
2008	00080000	AMHERST                      	8371976	59376	141
2008	00090000	ANDOVER                      	31050612	69934	444
2008	00100000	ARLINGTON                    	19250403	57636	334
2008	00140000	ASHLAND                      	11057674	61775	179
2008	00160000	ATTLEBORO                    	27302569	69120	395
2008	00170000	AUBURN                       	9899232	59995	165
2008	00180000	AVON                         	3332264	54627	61
2008	00190000	AYER                         	5344522	56857	94
2008	00200000	BARNSTABLE                   	23538769	66872	352
2008	00230000	BEDFORD                      	12983344	67622	192
2008	00240000	BELCHERTOWN                  	9527023	56708	168
2008	00250000	BELLINGHAM                   	10754735	59749	180
2008	00260000	BELMONT                      	15861374	66366	239
2008	00270000	BERKLEY                      	3914516	59311	66
2008	00280000	BERLIN                       	1250297	73547	17
2008	00300000	BEVERLY                      	19437875	62703	310
2008	00310000	BILLERICA                    	25006207	58426	428
2008	00350000	BOSTON                       	332743573	76108	4372
2008	00360000	BOURNE                       	9844463	57570	171
2008	00370000	BOXBOROUGH                   	2627693	67377	39
2008	00380000	BOXFORD                      	4780528	67331	71
2008	00390000	BOYLSTON                     	1684339	62383	27
2008	00400000	BRAINTREE                    	23130885	61682	375
2008	00410000	BREWSTER                     	2756957	59934	46
2008	00430000	BRIMFIELD                    	1730069	55809	31
2008	00440000	BROCKTON                     	72354272	64315	1125
2008	00450000	BROOKFIELD                   	1584912	60958	26
2008	00460000	BROOKLINE                    	37352727	78308	477
2008	00480000	BURLINGTON                   	21556374	65581	329
2008	00490000	CAMBRIDGE                    	43992182	71185	618
2008	00500000	CANTON                       	13186793	66265	199
2008	00510000	CARLISLE                     	4464026	72000	62
2008	00520000	CARVER                       	8971415	59809	150
2008	00550000	CHATHAM                      	4276602	62891	68
2008	00560000	CHELMSFORD                   	22257437	61998	359
2008	00570000	CHELSEA                      	23821334	58243	409
2008	00610000	CHICOPEE                     	34416108	58932	584
2008	00630000	CLARKSBURG                   	827607	63662	13
2008	00640000	CLINTON                      	9759723	62164	157
2008	00650000	COHASSET                     	7176405	62404	115
2008	00670000	CONCORD                      	11026103	72540	152
2008	00680000	CONWAY                       	790901	56493	14
2008	00710000	DANVERS                      	17467138	64693	270
2008	00720000	DARTMOUTH                    	16683138	64414	259
2008	00730000	DEDHAM                       	14933707	67269	222
2008	00740000	DEERFIELD                    	1992495	53851	37
2008	00770000	DOUGLAS                      	6122097	53703	114
2008	00780000	DOVER                        	3237707	77088	42
2008	00790000	DRACUT                       	15077259	61290	246
2008	00820000	DUXBURY                      	14595196	67259	217
2008	00830000	EAST BRIDGEWATER             	9306357	61226	152
2008	00850000	EASTHAM                      	1402274	66775	21
2008	00860000	EASTHAMPTON                  	7686462	56937	135
2008	00870000	EAST LONGMEADOW              	12396784	61676	201
2008	00880000	EASTON                       	15295350	60456	253
2008	00890000	EDGARTOWN                    	2426956	65593	37
2008	00910000	ERVING                       	736715	52623	14
2008	00930000	EVERETT                      	26058430	64822	402
2008	00940000	FAIRHAVEN                    	8334756	54834	152
2008	00950000	FALL RIVER                   	49944549	63381	788
2008	00960000	FALMOUTH                     	21594763	66242	326
2008	00970000	FITCHBURG                    	24976099	65382	382
2008	00980000	FLORIDA                      	411029	34252	12
2008	00990000	FOXBOROUGH                   	12603977	62089	203
2008	01000000	FRAMINGHAM                   	43754290	68259	641
2008	01010000	FRANKLIN                     	29397853	66361	443
2008	01020000	FREETOWN                     	2004057	57259	35
2008	01030000	GARDNER                      	11218356	61980	181
2008	01050000	GEORGETOWN                   	6164248	57610	107
2008	01070000	GLOUCESTER                   	16348029	65392	250
2008	01100000	GRAFTON                      	11603851	61073	190
2008	01110000	GRANBY                       	4568642	53749	85
2008	01120000	GRANVILLE                    	960341	50544	19
2008	01140000	GREENFIELD                   	8220042	57888	142
2008	01170000	HADLEY                       	2519729	51423	49
2008	01180000	HALIFAX                      	2612787	59382	44
2008	01210000	HANCOCK                      	336585	67317	5
2008	01220000	HANOVER                      	12424034	59162	210
2008	01250000	HARVARD                      	5955148	69246	86
2008	01260000	HARWICH                      	6773615	57894	117
2008	01270000	HATFIELD                     	1945888	51208	38
2008	01280000	HAVERHILL                    	33540466	66417	505
2008	01310000	HINGHAM                      	16972161	63329	268
2008	01330000	HOLBROOK                     	4578692	54508	84
2008	01350000	HOLLAND                      	1063052	50622	21
2008	01360000	HOLLISTON                    	14139593	64271	220
2008	01370000	HOLYOKE                      	36610352	62051	590
2008	01380000	HOPEDALE                     	5147006	57832	89
2008	01390000	HOPKINTON                    	16088803	67600	238
2008	01410000	HUDSON                       	14065522	65727	214
2008	01420000	HULL                         	5678422	55671	102
2008	01440000	IPSWICH                      	8675246	59829	145
2008	01450000	KINGSTON                     	4562859	62505	73
2008	01460000	LAKEVILLE                    	2692371	58530	46
